Job Title,Company name,Job Detail,Location,URL,About the job
Electrical Engineer,AppSoft Solutions,Full-time · Entry level,"Bengaluru, Karnataka, India",https://www.linkedin.com/jobs/view/3410230563/?eBP=NotAvailableFromMidTier&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=olL59GC6WR66Rnk5%2Fnxa%2FQ%3D%3D&trk=flagship3_search_srp_jobs,"Experienced, accomplished, self-motivated Electrical Engineer to maintain and support our industry-leading products and systems. The Electrical Engineer will work across a variety of functional groups.

Perform detailed calculations to establish standards and specifications

Inspect installations and observe operations to ensure compliance with design and equipment specifications and safety standards

Use computer-assisted engineering software (AutoCAD) to perform engineering tasks

Support manufacturing department with product development and testing

Provide quality assurance for ongoing projects

Keep current with the latest technical innovations in electrical engineering

This job is provided by Shine.com
""electrical officer"", ""electrical design engineer"", ""electrical incharge"", autocad, cad, ""electrical engineer"", ""electrical maintenance"""
Electrical Engineer Mining,Stantec,Full-time · Mid-Senior level,"Maharashtra, India",https://www.linkedin.com/jobs/view/3400766775/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=ZDRh4Sfrl5jPuuKcXY%2FwYw%3D%3D&trk=flagship3_search_srp_jobs,"21641BR

Requisition Number

21641BR



Stantec is a leader in global infrastructure, water resource development, Buildings, Mining, Oil and Gas providing engineering design and remediation, construction, procurement, program management, and technology solutions for the environmental, water, wastewater, energy and power markets of the Americas, Europe, Middle East, Asia Pacific region.

Stantec is looking for Electrical Engineer who can contribute to the ongoing growth of Stantec ResourceNet India Private Ltd by providing technical expertise in Electrical discipline. Electrical Engineers (within the Energy & Resources Division of Stantec) research, develop, design, and test electrical components, equipment, systems, and networks for Energy & Resources/Mining engineering projects. They design electrical equipment, facilities, components, products, and systems for commercial, industrial, and domestic purposes. They prepare layout drawings, schematics, and wiring diagrams for projects using computer-aided design (CAD) software.

A Career Level 4 Electrical Engineer carries out electrical engineering assignments of limited scope and complexity. Under the general direction of a senior engineer, this role is responsible for a small project or part of a project or operation requiring a sound knowledge of electrical engineering. Assist with preparing proposals and cost estimates. Work is completed under general supervision. Participate in local professional organization.





Electrical Engineer Mining



Full-Time

Regular

Electrical Engineering



We’re active members of the communities we serve. That’s why at Stantec we always design with community in mind. We believe growing a great design company happens from the inside out. We look for people who are drawn to use every talent they possess, plus creativity, determination and a drive to do the extraordinary.

The Stantec community unites approximately 22,000 employees working in over 400 locations across six continents. We collaborate across disciplines and industries to bring projects to life. Our work as architects, engineers, and consultants from initial project concept and planning through design, construction and commissioning is built on a solid history of success. So, when we take on a project, we see the opportunity to make a lasting connection with the people and places where we live and work. Redefine your personal best. Join us!



India-Maharashtra-Pune



India



Maharashtra



Pune"
Intermediate Electrical Engineer,Morrison Hershfield,Full-time · Entry level,"Pendurthi, Andhra Pradesh, India",https://www.linkedin.com/jobs/view/3024055842/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=ENWQ7ta8K6R1o9E6lYIXJA%3D%3D&trk=flagship3_search_srp_jobs,"Morrison Hershfield is a multi-disciplinary consulting engineering and management firm located throughout the US and Canada. We are a dynamic, employee-owned, team-oriented firm with a diverse project list that ensures you will be working on exciting, high-profile and challenging projects. For more than 75 years, the people at Morrison Hershfield have been the leading force behind our continuous growth and the expansion of our services.

Morrison Hershfield is a multi-disciplinary consulting engineering and management firm located throughout the US and Canada. We are a dynamic, employee-owned, team-oriented firm with a diverse project list that ensures you will be working on exciting, high-profile and challenging projects. For more than 75 years, the people at Morrison Hershfield have been the leading force behind our continuous growth and the expansion of our services. Morrison Hershfield's Horizontal Infrastructure Group provides planning, design and construction administration services for roadway, highway, transit / rail, bridge, municipal and related projects. We are currently seeking an Intermediate Engineer, Electrical, to join our Horizontal Infrastructure Group engineering team, located at our office in Vizag, India.

The Intermediate Electrical Engineer is required to work within a multi-discipline team environment to design efficient and reliable electrical systems for Transportation and Transit projects. The successful candidate will assist the Senior Electrical Engineer and Project Manager to design and execute transportation and transit electrification projects. The electrical design will include normal and emergency power distribution system, interior and exterior building lighting system, roadway and street lighting system, traffic signals design, extra low voltage systems such as fire alarm, telecommunication, security access control, CCTV system, instrumentation, SCADA system design and execution of various Transit/Transportation systems and infrastructure related projects.

Morrison Hershfield is committed to having an inclusive and diverse workforce, with recruitment free of discrimination, ensuring all candidates are given a fair opportunity for employment. We are committed to working with and providing reasonable accommodation to applicants with disabilities."
Electrical Engineer junior,Marine Debt Management,Full-time · Entry level,"New Delhi, Delhi, India",https://www.linkedin.com/jobs/view/3404643874/?eBP=NotAvailableFromMidTier&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=0%2F3qtnIxshXYbOzLRIXjrQ%3D%3D&trk=flagship3_search_srp_jobs,"Performing a wide range of engineering tasks by operating computer-assisted design or engineering software and equipment.
Conferring with customers, engineers, and others to discuss existing or potential engineering products or projects.
Ensuring that installation and operations conform to standards and customer requirements by preparing electrical systems specifications, technical drawings, or topographical maps.
Establishing construction, manufacturing, or installation standards or specifications by performing a wide range of detailed calculations."
Electrical Engineer,Atkins,Full-time · Entry level,"Mumbai, Maharashtra, India",https://www.linkedin.com/jobs/view/3393672803/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=nsbt3Ih1h7X08HXjmNvJ0w%3D%3D&trk=flagship3_search_srp_jobs,"Atkins is ranked as one of ‘The Sunday Times 25 Best Big Companies to Work For’ and as one of the ‘The Times Top 50 Employers for Women’. We support flexible working and equal opportunities as we believe that diverse teams provide the best mix of interpersonal and technical skills needed to exceed our customers’ expectations. Our commitment to staff development is underpinned by numerous stable and long-term framework agreements with key clients.

We are one of the world’s foremost engineering and design consultancies, operating in most regions of the world, and in virtually every market. Choosing to work for Atkins will provide you with the opportunity to engage on some of the most exciting engineering challenges of our time. Together with our rewarding and flexible packages, you’ll have the perfect balance to bring your personal and career goals to fruition.

The Networks business is involved in electricity utilities sector in the UK and overseas. We provide value-added engineering services and built solutions across the entire spectrum of electricity networks, from high voltage power transmission grids to low voltage industrial power distribution. We have designed HV Substations upto 400kV and Electrical infrastructure for large industrial/ Multi Use developments and Heavy industries. Major clients are in UK and Middle East.



Read more about how you can thrive with us.

We are looking for Electrical Engineers with System Study experience to undertake engineering design roles for projects in the Transmission and Distribution sector primarily in the US, UK and Middle East. This is a great opportunity for a suitably qualified person with an engineering consultancy or energy sector background to gain further experience within an internationally renowned consultancy.

This position is for the Networks team within the Industrial division.



To perform this role successfully, the candidate will be responsible for but not limited to the following:







At Atkins, you will enjoy a robust rewards package which includes:



Atkins is one of the world’s most respected design, engineering and project management consultancies. Atkins has been providing infrastructure planning, engineering, construction, environmental consulting, urban planning, architecture, and program management services to public and private clients across the globe for more than 50 years. Atkins has the depth and breadth of expertise to respond to the most technically challenging and time-critical infrastructure projects and the urgent transition to a low-carbon economy.

Check out some of our recent, most exciting projects.



Atkins is an committed to promoting a - a place where we can all be ourselves, thrive and develop. To help embed inclusion for all, from day one, we offer a range of family friendly, inclusive employment policies, arrangements and employee networks to support staff from different backgrounds. As an Equal Opportunities Employer, we value applications from all backgrounds, cultures and ability.

Atkins cares about your privacy and are committed to protecting your privacy. Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data.



In the event a recruiter or agency who are not on our preferred supplier list submits a resume/candidate to anyone in the company, SNC-Lavalin family of companies, we explicitly reserve the right to recruit and hire the candidate(s) at our discretion and without any financial obligation to the recruiter or agency. https://careers.snclavalin.com/recruitment-agencies

For more recruitment updates, kindly follow on"
Electrical Engineer 2MW,Siemens Gamesa,Full-time · Entry level,"Bengaluru, Karnataka, India",https://www.linkedin.com/jobs/view/3341009435/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=sWh0bc0qPPjVSS8Mc0pQnA%3D%3D&trk=flagship3_search_srp_jobs,"It takes the brightest minds to be a technology leader. It takes imagination to create green energy for the generations to come. At Siemens Gamesa we make real what matters, join our global team.

Dimensions parts or elements for a technical solution as to the requirements and related to a specific technical field.
Checks the possibilities for technical realization regarding the requirements.

2 years of experience in WTG electrical design (components and integration)."
Electrical Engineer,Atkins,Full-time · Entry level,"Mumbai, Maharashtra, India",https://www.linkedin.com/jobs/view/3393674587/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=UO0Rd86pkAxn3ITAJTI85Q%3D%3D&trk=flagship3_search_srp_jobs,"Atkins is ranked as one of ‘The Sunday Times 25 Best Big Companies to Work For’ and as one of the ‘The Times Top 50 Employers for Women’. We support flexible working and equal opportunities as we believe that diverse teams provide the best mix of interpersonal and technical skills needed to exceed our customers’ expectations. Our commitment to staff development is underpinned by numerous stable and long-term framework agreements with key clients.

We are one of the world’s foremost engineering and design consultancies, operating in most regions of the world, and in virtually every market. Choosing to work for Atkins will provide you with the opportunity to engage on some of the most exciting engineering challenges of our time. Together with our rewarding and flexible packages, you’ll have the perfect balance to bring your personal and career goals to fruition.

The Networks business is involved in electricity utilities sector in the UK and overseas. We provide value-added engineering services and built solutions across the entire spectrum of electricity networks, from high voltage power transmission grids to low voltage industrial power distribution. We have designed HV Substations upto 400kV and Electrical infrastructure for large industrial/ Multi Use developments and Heavy industries. Major clients are in UK and Middle East.



Read more about how you can thrive with us.

We are looking for Electrical Engineers with System Study experience to undertake engineering design roles for projects in the Transmission and Distribution sector primarily in the US, UK and Middle East. This is a great opportunity for a suitably qualified person with an engineering consultancy or energy sector background to gain further experience within an internationally renowned consultancy.

This position is for the Networks team within the Industrial division.



To perform this role successfully, the candidate will be responsible for but not limited to the following:







At Atkins, you will enjoy a robust rewards package which includes:



Atkins is one of the world’s most respected design, engineering and project management consultancies. Atkins has been providing infrastructure planning, engineering, construction, environmental consulting, urban planning, architecture, and program management services to public and private clients across the globe for more than 50 years. Atkins has the depth and breadth of expertise to respond to the most technically challenging and time-critical infrastructure projects and the urgent transition to a low-carbon economy.

Check out some of our recent, most exciting projects.



Atkins is an committed to promoting a - a place where we can all be ourselves, thrive and develop. To help embed inclusion for all, from day one, we offer a range of family friendly, inclusive employment policies, arrangements and employee networks to support staff from different backgrounds. As an Equal Opportunities Employer, we value applications from all backgrounds, cultures and ability.

Atkins cares about your privacy and are committed to protecting your privacy. Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data.



In the event a recruiter or agency who are not on our preferred supplier list submits a resume/candidate to anyone in the company, SNC-Lavalin family of companies, we explicitly reserve the right to recruit and hire the candidate(s) at our discretion and without any financial obligation to the recruiter or agency. https://careers.snclavalin.com/recruitment-agencies

For more recruitment updates, kindly follow on"
Electrical Engineer_Reputed Solar Industry,Seven Consultancy (HR Solution),Full-time · Entry level,"Mumbai, Maharashtra, India",https://www.linkedin.com/jobs/view/3410225900/?eBP=NotAvailableFromMidTier&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=HxWQY78Nwn28WW3IdT4TUQ%3D%3D&trk=flagship3_search_srp_jobs,"Job Role

Design the Rooftop and Ground Mounted Solar PV Plants.

Size of the plant can vary from 100 kW to 50 mW.

Will have to travel for Site Inspection Support the Installation and Electrical teams during the life of the project.

Should have experience of designing Solar PV Plants of at least 10 mW.

Should be very well versed with the Solar Plant designing softwares, AutoCAD.


Should have experience of designing Solar PV Plants of at least 10 mW.

Should be very well versed with the Solar Plant designing softwares, AutoCAD, etc

Should be well versed with the IEC Standards used in the Solar Sector.

Should have a strong technical background in the Solar sector.

Should be a team player and should be willing to work with multiple teams. Should be open to travel for site survey

This job is provided by Shine.com
electricals, ""electrical design"", solaris, ""solar system design"", ""solar pv"""
"Electrical Design Engineer - Air Compressor,Bangalore",Futures And Careers,Full-time · Entry level,"Bengaluru, Karnataka, India",https://www.linkedin.com/jobs/view/3414688473/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=qpc9A38M97Kih34ZqJ%2FlbA%3D%3D&trk=flagship3_search_srp_jobs,"Job Description

Good knowledge about electrical stationary & mobile air compressor design & packaging

Good knowledge about electrical motor selection, testing & familiar with relevant IS & International standards

Good knowledge about designing electrical circuit both HT & LT

Good knowledge about electrical control systems design, selection & installation

Good knowledge about electrical components like solenoid, actuators, stepper motors etc.,

Air compressor selection, Gear drive design, Drive coupling design etc.,

Good knowledge about ASME standard for designing vessels for compressor application.

Good knowledge about Trailer design for off road application

Good knowledge about structural design knowledge for designing chasis & other fabricated parts.

Good knowledge about basic function of Diesel engine & its accessories design for compressor application

Good knowledge about performance tests to verify the compressor performance parameters.

Good knowledge about performance tests like LAT (Limiting Ambient Temperature), Separation test, Capacity test, Fuel consumption tests of compressor design

Good knowledge in compressor sub system design like cooling package, separation system, filteration system, trolley etc.,

Good knoledge in computation of compressor performance basis application requirement.

Good knowledge of basic pneumatic system design & calculations.

Hands on Working experience in compressor product design is essential.

Contact Nisha Hariramkumar

9677065065

nisha@futuresandcareers.com"
Electrical Engineer,Career Group,Full-time · Entry level,"Sonipat, Haryana, India",https://www.linkedin.com/jobs/view/3407131937/?eBP=NotAvailableFromMidTier&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=N1ygT9sR1lUtjLX%2Bzk7B8Q%3D%3D&trk=flagship3_search_srp_jobs,"Urgent hiring for Electrical Engineer.

Salary Upto 20k

Exp. l Fresher both are apply this post.

Qualification Electrical

Company profile Its manufacturing unit.

Job profile Handle to all maintenance of electrical/ , pannel, Genreator etc.

Company will provide yo trainning also.

If you are interested this profile then pls forward your cv.

Email - hrglobalsnp@gmail.com

Sanjana 9991034668

This job is provided by Shine.com
""maintenance"", ""electrical supervisor"", ""electrician"", ""electrical engineer"""
Electrical Engineer,Air Products India,Full-time,"Vadodara, Gujarat, India",https://www.linkedin.com/jobs/view/3395778641/?eBP=NotAvailableFromMidTier&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=RQ%2FD0dzZDHtXRF8pTQjGsA%3D%3D&trk=flagship3_search_srp_jobs,"Job Description And Qualifications
Preparation & Review of documents & calculations for Proposal, Basic and Detail Engineering like plant & building layout engineering, plant and building calculations, Single line diagram, Hazardous area classification design, schematics, schedules, various calculations, and 3D model interface.
Preparation & Review of Material Requisition, vendor offers, TBA sheet and vendor document for electrical items like PDC/Prefabricated Substation, MV and LV Switchboard, Transformer, Capacitor, UPS, Battery Charger, LV and MV VFD, LV and MV Motor, cable, electrical bulk material etc.



37159BR



Full Time



Global Engrg Mfg Technology & Equipment



Global Engineering Procurement & Quality CI



India



India"
Electrical Engineer,Mahindra Truck and Bus,Full-time · Entry level,"Vijayawada, Andhra Pradesh, India",https://www.linkedin.com/jobs/view/3361095240/?eBP=NotAvailableFromMidTier&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=up%2Bzl1pz8SfzUfsMoOHj8g%3D%3D&trk=flagship3_search_srp_jobs,"DEAR CANDIDATE SEND YOUR RESUME ON THIS WHATSAPP NUMBER+919929987166



Designing, maintaining, implementing, or improving electrical instruments, facilities, components, equipment products, or systems for industrial, commercial, or domestic purposes."
Electrical Engineer,AppSoft Solutions,Full-time · Entry level,"Pune, Maharashtra, India",https://www.linkedin.com/jobs/view/3410594988/?alternateChannel=search&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=VYiWOuMNh4T19hzg%2FZLWJw%3D%3D&trk=d_flagship3_search_srp_jobs,"Experienced, accomplished, self-motivated Electrical Engineer to maintain and support our industry-leading products and systems. The Electrical Engineer will work across a variety of functional groups.

Perform detailed calculations to establish standards and specifications

Inspect installations and observe operations to ensure compliance with design and equipment specifications and safety standards

Use computer-assisted engineering software (AutoCAD) to perform engineering tasks

Support manufacturing department with product development and testing

Provide quality assurance for ongoing projects

Keep current with the latest technical innovations in electrical engineering

This job is provided by Shine.com
""electrical officer"", ""electrical design engineer"", ""electrical incharge"", autocad, cad, ""electrical engineer"", ""electrical maintenance"""
Electrical Engineer,AppSoft Solutions,Full-time · Entry level,"Pune, Maharashtra, India",https://www.linkedin.com/jobs/view/3410594988/?alternateChannel=search&refId=eho2dR3QHl%2FdWk0m4Db2Cg%3D%3D&trackingId=VYiWOuMNh4T19hzg%2FZLWJw%3D%3D&trk=d_flagship3_search_srp_jobs,"Experienced, accomplished, self-motivated Electrical Engineer to maintain and support our industry-leading products and systems. The Electrical Engineer will work across a variety of functional groups.

Perform detailed calculations to establish standards and specifications

Inspect installations and observe operations to ensure compliance with design and equipment specifications and safety standards

Use computer-assisted engineering software (AutoCAD) to perform engineering tasks

Support manufacturing department with product development and testing

Provide quality assurance for ongoing projects

Keep current with the latest technical innovations in electrical engineering

This job is provided by Shine.com
""electrical officer"", ""electrical design engineer"", ""electrical incharge"", autocad, cad, ""electrical engineer"", ""electrical maintenance"""
Electrical Engineer,Marine Debt Management,Full-time · Entry level,"Chennai, Tamil Nadu, India",https://www.linkedin.com/jobs/view/3404644827/?eBP=NotAvailableFromMidTier&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=W1X22jyDLrHgVQs0UuWUnQ%3D%3D&trk=flagship3_search_srp_jobs,"Design, control, and implement electrical systems and products

Develop manufacturing processes according to global engineering codes and standards

Manage engineering projects and deliver them on time

Define customer needs and requirements

Ensure that installations and applications are in line with customer needs and safety standards

Collaborate with engineers and technicians to design and apply new system processes

Perform quality and performance analysis on new and legacy IT systems

Summarize data and report on test results

Examine needs on new equipment, calculate costs and help prepare budgets"
Staff electrical engineer,Bloom Energy,Full-time · Mid-Senior level,"Bengaluru, Karnataka, India",https://www.linkedin.com/jobs/view/3366470966/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=uRQtLw4gE%2BIy0WNDLV3hTg%3D%3D&trk=flagship3_search_srp_jobs,"Job Description:

Working with UL team to open the project.
Preparation and submission of project related documents to UL.
Creating the test data sheet and issuing to the lab engineer for conducting the test.


Conducting training on DAP requirements and safety standards"
We are hiring for Electrical Engineer,firoj ansari,Full-time · Entry level,"Panaji, Goa, India",https://www.linkedin.com/jobs/view/3390178912/?eBP=NotAvailableFromMidTier&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=PcktH%2BZVEypIJEt9VxQpKQ%3D%3D&trk=flagship3_search_srp_jobs,"Electrical Engineer Job Description

We are hiring an Electrical Engineer to design and implement complex industrial, commercial, and domestical electrical systems. To do well in this role you should be a licenced professional engineer and have extensive experience as an electrical engineer.


Designing, maintaining, implementing, or improving electrical instruments, facilities, components, equipment products, or systems for industrial, commercial or domestic purposes.

Performing a wide range of engineering tasks by operating computer-assisted design or engineering software and equipment.

Conferring with customers, engineers, and others to discuss existing or potential engineering products or projects.

Ensuring that installation and operations conform to standards and customer requirements by preparing electrical systems specifications, technical drawings or topographical maps.

Establishing construction, manufacturing or installation standards or specifications by performing a wide range of detailed calculations.

Ensuring compliance with specifications, codes, or customer requirements by directing or coordinating installation, manufacturing, construction, maintenance, documentation, support or testing activities.

Writing reports and compiling data regarding existing and potential electrical engineering projects and studies.

Preparing specifications for purchases of electrical equipment and materials.

Supervising or training project team members.

Estimating material, labor, or construction costs for budget preparation.

Maintaining electrical equipment.

Working with a variety of technicians.

Job Details

We have vacant of 26 electrical engineer Jobs for Freshers and Experience

Educational Qualification: Vocational Course, Diploma, Advanced/Higher Diploma, Professional Degree, B.Tech/B.E, Post Graduate Diploma, M.Tech |

Skill in Electrical Engineering, Mechanical Engineering, Electronics Engineering, Electrical Maintenance, Cable Laying, etc.



This job is provided by Shine.com
""electrical maintenance"", maintenance, ""electrical engineering"", ""electrical site engineering"""
Electrical and Electronics Engineer,Jet Point Placement,Full-time · Entry level,"Ghaziabad, Uttar Pradesh, India",https://www.linkedin.com/jobs/view/3349864591/?eBP=NotAvailableFromMidTier&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=Z9WNhY%2BIb3qt9xoxYuqhdw%3D%3D&trk=flagship3_search_srp_jobs,"We have urgent opening for Electrical Engineer , Electronics Engineer for a reputed Company in South Delhi.

Job Responsibilities : Electrical Engineer

Candidate should have knowledge ofmaintenance of the unit machinery electrical equipment like Boiler, Machines, ,Electrical Panel, DG sets, transformer etc.

Candidate must have the knowledge of Production planning.






Interested Candidates please come to our office with 2 Hard Copy Resume 1 photo, 1 ID Proof + Residential Proof.



103, Raja House, 30-31,

Nehru Place, New Delhi-19

Ph: 011- 46561625

This job is provided by Shine.com
""quality control"", ""dg sets"", maintenance, inspection, ""electrical equipment"", components, testing"
Train Electrical Engineer,Alstom,"10,001+ employees · Rail Transportation","Bengaluru, Karnataka, India",https://www.linkedin.com/jobs/view/3408615905/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=eG3YqnjwYCfxv97QQj%2By1g%3D%3D&trk=flagship3_search_srp_jobs,"Req ID: 256121

We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 38 900 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact.

Train Electrical Engineer (TEE)



Within the project engineering team, you will be responsible of all electrical engineering deliverables and you will manage functionally the associated multi-metier team (Schematics & Apparatus and Mechanical routing)



Hierarchical: Train Electrical metier leader

Functional: Project Engineering Manager PrEM



Engineering team: PrEM, TxE, Experts, PrRAMS,…

CoE Electrical

Project Manager, Sourcing , PrIM

Electrical métier






Responsible for carry-over analysis (electrical product) >> What can be re-used from previous project

Responsible of NRC costing + Workload

Contributor of ENG planning with vision on E2E planning with Indus/Manuf

Contributor to PDO definition

Informed of PIO

Responsible of Technology choices

Responsible of Architecture definition: Equipment cubicle content, position, path ways, break zones…


Contributor on definition of scope of supply between Train and Sub-Systems

Responsible of ENG electrical deliverables until SGR


Interface between Project and CoE electrical

Responsible of baselining definition and inputs deliveries (CRs) to CoE electrical

Responsible of Harness integration

Operational management of S&A and EHI team allocated on the project

Ensure interfaces with Train System, Train Design, Train Control, RAMS, EMC expert, Industrialization Electrical…

Managing internal and external activities (workload, planning, work package reviews, risks…)

Leading design reviews and deliverables reviews

Ensuring Baselining contents for his scope

Ensure follow-up with PrEM

Supporting continuous improvement of the domain with the Metier



Railways Electrical engineering knowledge

Strong approach (hands-on experience is a plus) in electrical CAD (See One / Catia EHI)



Train systems/functions/Industrialization & Manufacturing of harnesses knowledges

Spoken and written English is mandatory



Functional management of project electrical eng team (5 to 10 people)

No hierarchical management

An agile, inclusive and responsible culture is the foundation of our company where diverse people are offered excellent opportunities to grow, learn and advance in their careers. We are committed to encouraging our employees to reach their full potential, while valuing and respecting them as individuals.

Job Type: Experienced"
Electrical Integration Engineer,Alstom,"10,001+ employees · Rail Transportation","Bengaluru, Karnataka, India",https://www.linkedin.com/jobs/view/3411582857/?eBP=NotAvailableFromMidTier&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=0AWPIh0LuAAIonvj9I%2Buig%3D%3D&trk=flagship3_search_srp_jobs,"We create smart innovations to meet the mobility challenges of today and tomorrow. We design and manufacture a complete range of transportation systems, from high-speed trains to electric buses and driverless trains, as well as infrastructure, signalling and digital mobility solutions. Joining us means joining a truly global community of more than 78 000 people dedicated to solving real-world mobility challenges and achieving international projects with sustainable local impact.



: Domain Lead: Electrical Integration







An agile, inclusive and responsible culture is the foundation of our company where diverse people are offered excellent opportunities to grow, learn and advance in their careers. We are committed to encouraging our employees to reach their full potential, while valuing and respecting them as individuals."
Electrical Engineer,Mahindra Truck and Bus,Full-time · Entry level,"Jalah, Assam, India",https://www.linkedin.com/jobs/view/3371754386/?eBP=NotAvailableFromMidTier&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=AAlgoHnflpmLu47qSLilrA%3D%3D&trk=flagship3_search_srp_jobs,"DEAR CANDIDATE SEND YOUR RESUME ON THIS HR WHATSAPP NUMBER+919928926089


Developing and implementing quality standards."
Electrical Engineering VI,AECOM,Full-time · Entry level,"Pune, Maharashtra, India",https://www.linkedin.com/jobs/view/3362360107/?eBP=NotAvailableFromMidTier&recommendedFlavor=SCHOOL_RECRUIT&refId=rGYeC%2Fz270%2FyUxgiUnrA%2BQ%3D%3D&trackingId=aSQza4bHE6d22wBB7J6o3Q%3D%3D&trk=flagship3_search_srp_jobs,"Company Description

We will give you the flexibility you need to do your best work with hybrid work options. Whether you’re working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed. You will help us foster a culture of equity, diversity and inclusion – a safe and respectful workplace, where we invite everyone to bring their whole selves to work using their unique talents, backgrounds and expertise to create transformational outcomes for our clients. We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels. No matter where you sit in the organization you can make a lasting impact on the projects you work on, the teams and committees you join and our business. We offer competitive pay and benefits, well-being programs to support you and your family, and the development resources you need to advance your career. When you join us, you will connect and collaborate with a global network of experts – planners, designers, engineers, scientists, consultants, program and construction managers – leading the change toward a more sustainable and equitable future. Join us and let’s get started. As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours.





MINIMUM REQUIREMENTS:





We will give you the flexibility you need to do your best work. Whether you’re working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed.

With infrastructure investment accelerating worldwide, our services are in great demand, and there’s never been a better time to be at AECOM! Join us, and you’ll get all the benefits of being a part of a global, publicly traded firm – access to industry-leading technology and thinking and transformational work with big impact and work flexibility.

We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels. No matter where you sit in the organization you can make a lasting impact on the projects you work on, the teams and committees you join and our business.

AECOM provides a wide array of compensation and benefits programs to meet the diverse needs of our employees and their families. We also provide a robust global well-being program. We’re the world’s trusted global infrastructure firm, and we’re in this together – your growth and success are ours too.

As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours.

Join us and let’s get started.

J10067070

Transportation

DCS

Europe & India"
